gene	Acniar cell 	Alpha cell	Beta cell	Delta cell	EndoMT cell	Endothelial cell	Fibroblast	Glial cell	Macrophage	PP cell	Perivascular cell	TFF1+ ductal cell	TUBA1A+ ductal cell
GPI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GPLD1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPM6A	0.0	1.0	0.24957895493161866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPM6B	1.0	0.2616608996753528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPNMB	0.225951902248159	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.448354573233479	0.0	0.0
GPR1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR108	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR132	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR137	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR137B	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR141	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR146	0.0	0.0	0.0	0.0	0.8755970129707545	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GPR153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GPR156	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GPR160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GPR161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.7729605769450617	0.0	0.0
GPR17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GPR171	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GPR176	0.0	0.0	0.0	1.0	0.0	0.7386693838872014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR18	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR183	0.0	0.0	0.0	0.4505454859036308	0.6546628785418127	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR20	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GPR34	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR35	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GPR39	0.0	0.0	0.0	0.0	0.0	0.7702098257075769	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GPR4	0.0	0.0	0.0	0.751745442755701	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GPR55	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR65	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GPR75-ASB3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR82	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR84	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GPR87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GPRASP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GPRC5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4518376177587637	0.0	0.0	0.0	1.0	0.0
GPRC5B	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8595962563993296	0.0	0.0	0.0	0.0
GPRIN2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPRIN3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPSM1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPSM2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPSM3	0.0	0.0	0.0	0.37951115192523	0.0	0.0	1.0	0.0	0.3178362301333149	0.0	0.0	0.0	0.0
GPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GPT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GPX2	0.0	0.0	0.0	0.0	0.0	0.8299317497320293	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GPX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GPX5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPX8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GRAMD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRAMD1B	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.9070894728006302	0.0	0.0	0.0
GRAMD1C	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRAMD2A	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRAMD2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRAMD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRAP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRAP2	0.0	0.9143304865106058	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GRAPL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRASP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRB10	0.0	0.0	0.0	0.0	0.0	0.4627121392368063	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRB2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GRB7	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GREB1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GREM2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRHL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRHL2	0.0	0.0	0.0	0.0	0.0	0.9404928560909628	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GRIA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
GRIA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRIA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRIA4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRID1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GRIK1	0.0	0.0	0.0	0.9071658539428462	0.0	0.6029376529112186	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GRIK2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.867109370893948
GRIK4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2A	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2C	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2D	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRINA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIP1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRK5	0.0	0.0	0.0	0.8609406162177806	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRK7	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRM1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRM4	0.0	0.7793943872446867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRM7	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34399119455115484
GRM7-AS3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8504222914373286
GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GRN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.43246431663110596	0.0	0.0	0.0	0.0
GRP	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRPEL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRTP1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRTP1-AS1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSAP	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GSDMA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSDMB	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSDMD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GSDME	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GSG1L	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8331643218115516	0.0	0.0	0.7838668271668887	0.0
GSTA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GSTA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GSTA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GSTCD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GSTM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GSTM4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSTM5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GSTO1	0.8370189462675175	0.0	0.0	0.8622564741486999	0.0	0.0	0.8021295828931864	0.0	1.0	0.0	0.7104503910175429	0.0	0.0
GSTP1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.6592659550859391	0.0	0.0	0.0	0.8516198200419425	0.0
GTDC1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF3A	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCA1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GUCA2A	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCA2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GUCY1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GUCY1A2	0.0	0.0	0.0	1.0	0.0	0.48177568297051176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCY1B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GUCY2C	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCY2D	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GULP1	1.0	0.0	0.0	0.0	0.0	0.48576575513863346	0.0	0.0	0.0	0.0	0.0	0.9985733592392299	0.0
GXYLT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GXYLT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GYG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GYPC	0.0	0.0	0.0	0.8236376709290415	0.0	0.7179421349359204	0.6343344423041108	0.0	0.893472658473866	0.0	1.0	0.0	0.0
GYPE	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GYS1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMB	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMH	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMM	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
H1F0	0.0	0.0	0.0	0.9235391083106407	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2AFY	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
H2AFZ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
H3F3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
H3F3B	1.0	0.0	0.0	0.84177002804685	0.0	0.726436970081498	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HABP2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HACD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HACD4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HADH	0.0	1.0	0.9083485281229674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAGLR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HAGLROS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HAMP	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7486165035768133	0.0	0.0	0.0	0.0	0.0
HAND2	0.9642539514078065	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6279969121844832	0.0	0.0
HAND2-AS1	1.0	0.0	0.0	0.9299423252447625	0.0	0.0	0.0	0.0	0.0	0.0	0.7215559415702263	0.0	0.0
HAP1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAPLN3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAR1B	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAS2	0.0	0.0	0.0	0.0	0.942397973872902	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
HAS2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
HAUS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HAUS4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
HAVCR2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HBEGF	1.0	0.0	0.0	0.0	0.0	0.0	0.8135437078081176	0.0	0.5285048152780828	0.0	0.0	0.0	0.0
HBP1	0.0	0.0	0.0	0.918033989724794	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HCFC1R1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCG24	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCG25	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCK	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HCLS1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.8861027337830879	0.0	0.0	0.0	0.0
HCN1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HCRTR2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCST	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HDAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HDAC2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HDAC7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HDAC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HDAC9	0.0	1.0	0.6288242653908753	0.0	0.0	0.0	0.0	0.0	0.0	0.4398971423243974	0.0	0.4561016137407008	0.0
HDGF	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HDHD3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEBP1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8889922359307487	0.0	0.0	0.0	0.0
HEBP2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HECA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HECW2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8340630046712008	0.0	0.0	0.0	1.0
HEG1	0.0	0.0	0.0	0.0	0.0	0.5321798828781368	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HEPACAM2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEPH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6916670106138953	0.0
HEPN1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HERC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HERC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HERPUD1	0.0	0.0	0.0	0.9195793105753484	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
HES1	0.0	0.0	0.0	0.0	0.0	0.44495146182930206	0.0	0.0	1.0	0.0	0.6870479608380222	0.0	0.0
HES4	0.0	0.0	0.0	1.0	0.9763883378257785	0.8296084722872596	0.0	0.0	0.4235279339976428	0.0	0.6928717597986235	0.0	0.0
HESX1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEXA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HEY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HEY2	0.0	0.0	0.0	0.5634272044975652	1.0	0.0	0.0	0.0	0.8032736859044345	0.0	0.0	0.0	0.0
HEYL	0.0	0.0	0.0	1.0	0.7761047244885793	0.0	0.0	0.0	0.0	0.0	0.5751118484283052	0.0	0.0
HGF	0.7625631993227066	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6441106420324805	0.0	0.0
HHAT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HHATL	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HHEX	0.0	0.0	1.0	0.0	0.0	0.5054866426922581	0.0	0.0	0.5615315556724629	0.0	0.0	0.0	0.0
HHIP-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
HHLA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8962787719700858	0.0	0.0	0.0	1.0	0.0
HIC1	0.0	0.0	0.0	1.0	0.8520321401101315	0.0	0.0	0.0	0.8149590570322022	0.0	0.6119186266878028	0.0	0.0
HID1-AS1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.6624739918611487	0.0	0.0	0.0	0.0
HIF1A	0.0	0.0	0.0	0.7737322222583423	0.0	0.6307510122686262	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HIF1A-AS2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIGD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HIGD1B	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIKESHI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HILPDA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIP1	0.0	0.0	0.0	0.970700771120335	0.0	0.0	0.0	0.0	1.0	0.0	0.6685829858890815	0.0	0.0
HIPK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HIPK4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H1D	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2AK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
HIST1H2BH	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2BK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
HIST1H2BN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H4C	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST2H2AA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
HIST3H2A	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIVEP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HK1	0.8784051278088258	0.0	0.0	0.7251562710844403	0.0	0.0	0.5832011544322316	0.0	1.0	0.0	0.618532632807441	0.0	0.0
HK2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HKDC1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.7054045678851232	0.0
HLA-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HLA-B	0.0	0.0	0.0	0.0	0.0	0.5313010825652574	0.0	0.0	1.0	0.0	0.0	0.5845162694551009	0.0
HLA-C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HLA-DMA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DMB	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DOA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DPA1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5558814649071704	0.0	0.0	0.0	0.0
HLA-DPB1	0.0	0.0	0.0	0.47588396518587084	0.0	0.0	1.0	0.0	0.4276018135364835	0.0	0.0	0.0	0.0
HLA-DQA1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DQA2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
